metric	value
retained_path	platform\service\callback_mgr\cb_ring_battery.c
linked_functions	5
ghidra_discovered_functions	1
additional_recovered_functions	4
path_anchored_functions	1
body_bytes	122
body_concat_sha256	f2aa9b9351507231abf4477d282430b6ad131534ce9cef690efbf517ed8ddb3c
physical_interval	[0x00500378,0x00500410)
physical_bytes	152
physical_sha256	44457e6f84125b2f1fdf9cc42b1fafae4cfe2d16db17f701f500ba1bec5f75bf
outer_pool_regions	1
outer_pool_bytes	30
outer_pool_concat_sha256	8dd85319d46353c7505c4abcc1b04d496e2d4d2d39fd0b97bfc068c3d53eae9c
direct_bl_entry_sites	6
direct_bl_entry_digest	49dc1cab8d3e479a7b3e0b2350d9a4da4e205486bf80004e22f0b580bc042afe
stored_entry_pointers	0
direct_body_calls	10
internal_direct_body_calls	0
external_direct_body_calls	10
direct_body_call_digest	27bc822f805097bbf671870eb6bc107a2f0a64fc63ab8cced997111734e1b67c
indirect_body_calls	0
unrecovered_direct_object_targets	0
third_party_dependency	EasyLogger diagnostics only
historical_source_available	false
public_source_fingerprint_match	false
private_producing_commit_observable	false
production_routed	false
production_source	components/apollo_main/core_overlay/cb_ring_battery.c
production_source_functions	5
compiled_text_bytes	88
generated_alignment_bytes	2
strict_relocations	5
stock_function_bytes_replaced	122
retained_diagnostic_pool_bytes	30
diagnostic_policy	Stock EasyLogger observability omitted; callback forwarding and list operations preserved
software_functional_gap	false
hardware_validation	not-applicable; pure in-memory facade semantics covered by host and target-build tests
